id,image_path,mainclass,latent_vector,cluster_label,cluster_center_distance
25,WOMAN 플리츠 벨트 원피스 [BLACK] _ WBC1L15504.jpg,onepiece,"0.45880452,0.0,0.0,0.0,3.2443259,0.0,1.2660968,0.59354925,0.8217658,0.62379414,0.44238508,0.0,0.0,0.0,0.0,0.01619047,3.005024,0.0,4.814466,0.0,0.041246712,0.0,0.0,0.0,0.07646155,0.8333199,0.0,2.7302213,0.0,1.3197999,0.0,0.0,0.0,2.328544,0.0,0.0,0.0,0.7108652,0.0,0.0,2.5719376,1.1813954,2.1784272,0.825958,0.3565805,1.5271215,0.44862747,0.0,1.7669137,1.5045604,2.3659868,1.0657276,0.0,0.02671194,0.0,0.0,0.35135174,2.1629522,0.0,0.0,4.481674,1.5938826,1.8070469,2.5442455",2,0.97562575340271
26,WOMAN 하트넥 플라워 원피스 [IVORY] _ WBC2L15513.jpg,onepiece,"0.18769506,0.0,0.0,0.3790375,2.7314568,0.0,1.4230958,1.1567125,0.7848066,0.85667884,0.0,0.0,0.0,0.0,0.0,0.36062646,2.8949594,0.0,4.407726,0.0,0.0,0.0,0.0,0.0,0.03672433,1.1427443,0.0,3.1737204,0.0,1.521038,0.0,0.0,0.0,2.1691718,0.0,0.0,0.0,0.61329776,0.0,0.0,2.7883706,1.7454264,2.211871,0.59868383,0.74025255,1.1503868,0.0,0.0,1.7572331,1.768834,1.8918415,1.1116434,0.0,0.0,0.0,0.0,0.37196547,2.6762955,0.0,0.0,4.5757046,1.1664097,1.6465418,2.571364",9,1.0626428127288818
27,[여름BEST]벨티드 더블 버튼 점프수트_TWWOPN62030.jpg,onepiece,"0.88474375,0.0,0.0,0.36743975,3.440392,0.0,1.3362092,0.8156623,0.71586704,1.1143885,0.17319024,0.0,0.0,0.0,0.0,0.60012877,3.2055757,0.0,4.4604964,0.0,0.1309891,0.0,0.0,0.0,0.20054841,1.0221195,0.0,3.1632023,0.0,1.4149759,0.0,0.0,0.0,1.8607569,0.0,0.0,0.0,0.56043804,0.0,0.0,3.0831878,1.2573218,2.1807103,0.79560494,0.5389619,1.7806978,0.19146252,0.0,1.5451245,1.8070139,2.1235113,0.85662997,0.0,0.0,0.0,0.0,0.82561326,2.4998274,0.0,0.0,4.727624,1.5078934,1.7021571,1.8971502",10,0.8412409424781799
28,[울50%] 코브 울 홀가먼트 니트 원피스.jpg,onepiece,"1.056853,0.0,0.0,0.56492424,3.577025,0.0,1.3517305,0.68984807,0.8227165,0.8410196,0.12662452,0.0,0.0,0.0,0.0,1.1239945,2.917561,0.0,4.3841605,0.0,0.27201772,0.0,0.0,0.0,0.01998198,0.96405625,0.0,2.9824524,0.0,1.3685539,0.0,0.0,0.0,1.6090099,0.0,0.0,0.0,0.17515922,0.0,0.0,3.1243167,1.498984,2.2247562,1.1642839,0.48334593,1.603518,0.10711074,0.0,1.5417862,1.7968376,1.9941008,0.33571538,0.0,0.0,0.0,0.0,0.98953205,2.8000195,0.0,0.0,4.458029,1.2691638,1.954514,1.8669603",6,0.947723388671875
29,[퀸이즈] 55-77 베르 차이나넥 패턴 포인트 벨티드 원피스.jpg,onepiece,"0.49462262,0.0,0.0,0.83580565,3.2002056,0.0,1.2768526,0.9494979,1.2131498,1.404951,0.0,0.0,0.0,0.0,0.0,0.77865446,3.092218,0.0,4.0976453,0.0,0.0,0.0,0.0,0.0,0.0,1.0364611,0.0,3.260696,0.0,0.9038515,0.0,0.0,0.0,1.9779731,0.0,0.0,0.0,0.7924502,0.0,0.0,2.7877307,1.8503736,1.9000795,0.5177542,0.0,1.6203141,0.3579718,0.0,1.666167,1.3390687,2.0616453,1.5684134,0.0,0.0,0.0,0.0,0.82507396,2.5708973,0.0,0.0,4.4909525,1.0163014,1.3034734,1.9617703",7,1.202014446258545
30,[퀸이즈] 55-77 지엔 허리 스트링 플라워 원피스.jpg,onepiece,"0.5997835,0.0,0.0,0.57571375,3.107045,0.0,1.4410979,0.75465626,0.5880872,1.2673602,0.0,0.0,0.0,0.0,0.0,0.56170857,3.0317972,0.0,4.60577,0.0,0.0,0.0,0.0,0.0,0.0,1.277679,0.0,3.4317107,0.0,1.8392072,0.0,0.0,0.0,1.9708796,0.0,0.0,0.0,0.2521503,0.0,0.0,2.9985516,1.401813,1.6491824,0.9191687,0.17018226,1.8423872,0.7636018,0.054752827,1.8379457,1.6073505,2.356016,0.58027923,0.0,0.0,0.0,0.0,1.1905975,2.9936514,0.0,0.0,4.0591664,1.2516319,1.3140006,2.0445957",4,1.3076099157333374
31,[퀸이즈] 55-77 토니 레이스 스퀘어넥 원피스.jpg,onepiece,"0.57856613,0.0,0.0,0.7766843,3.2757542,0.0,1.344641,1.3653128,1.178527,1.4510794,0.643894,0.0,0.0,0.06960264,0.0,0.19699007,2.6361017,0.0,4.0584483,0.0,0.0,0.0,0.0,0.0,0.0,1.9739282,0.0,3.4402623,0.0,1.2040156,0.0,0.0,0.0,1.4775562,0.0,0.0,0.0,0.58163434,0.0,0.0,2.8176298,1.4643903,1.5173386,1.3014328,0.551103,1.7237267,0.3771181,0.38425636,1.5097446,0.9495276,1.8208565,0.49442044,0.0,0.0,0.0,0.0,1.2147653,3.3783147,0.0,0.0,4.5946574,2.0592113,1.091153,2.478701",0,1.8843644857406616
32,[퀸이즈] 55-77 트루디 미드나잇 시스루 긴팔 원피스.jpg,onepiece,"0.39627844,0.0,0.0,0.056298614,2.9962952,0.0,1.3715243,0.7773648,0.8387638,1.0591199,0.26027334,0.0,0.0,0.036671102,0.0,0.19825172,3.027769,0.0,4.2920833,0.0,0.0,0.0,0.0,0.0,0.0,1.0836744,0.0,3.2873034,0.0,1.3296175,0.0,0.0,0.0,2.1618483,0.0,0.0,0.0,0.36707318,0.0,0.0,2.66552,1.1884067,1.9397122,0.43620515,0.18657672,1.9398055,0.4901178,0.0,1.8180273,1.4274716,2.0852969,1.2838335,0.0,0.0,0.0,0.0,0.65685457,2.4538772,0.0,0.0,4.2221756,1.5520464,1.3769224,2.335486",12,0.8337283134460449
33,[페리 메라] 로렌 스트링 원피스 (차콜).jpg,onepiece,"0.50685614,0.0,0.0,0.0,3.3618155,0.0,1.4526442,0.72184736,0.90981776,0.9730513,0.50389254,0.0,0.0,0.0,0.0,0.2560595,3.2415593,0.0,4.454619,0.0,0.0,0.0,0.0,0.0,0.04863,0.88533044,0.0,2.990314,0.0,1.1912453,0.0,0.0,0.0,2.131051,0.0,0.0,0.0,0.68723714,0.0,0.0,2.9701126,1.3060036,2.0033975,0.36502838,0.16773948,1.8297513,0.4729333,0.0,1.485927,1.3239154,2.1134017,1.2362592,0.0,0.0,0.0,0.0,0.6804206,2.5656643,0.0,0.0,4.6889534,1.4951553,1.5465689,1.9617475",12,0.7304473519325256
34,[페리 메라] 지니아 썸머 브리즈 원피스 (아이스블루).jpg,onepiece,"1.2493097,0.0,0.0,0.60987973,3.4159977,0.0,1.2265736,1.064261,0.57946026,0.8696649,0.0,0.0,0.0,0.0,0.0,0.8123935,2.9880881,0.0,4.3848486,0.0,0.1813334,0.0,0.0,0.0,0.065151215,0.9042859,0.0,3.1504824,0.0,1.4464028,0.0,0.0,0.0,1.8413963,0.0,0.0,0.0,0.5306108,0.0,0.0,3.226442,1.223406,2.587143,0.9767825,0.7094509,1.6997485,0.5487653,0.36669886,1.9351435,1.4670275,1.762517,0.5211145,0.0,0.0,0.0,0.0,0.98463774,3.1945174,0.0,0.0,4.5635376,1.4759909,1.7132572,1.9057164",6,0.879530668258667
35,~77까지 [벨트set]그레이스벌룬클래식원피스.jpg,onepiece,"0.5387019,0.0,0.0,0.36119688,3.2348313,0.0,1.4363928,0.7469029,0.9313039,1.1333218,0.04711899,0.0,0.0,0.0,0.0,0.41173065,2.7810583,0.0,4.166604,0.0,0.0,0.0,0.0,0.0,0.0,0.83033156,0.0,3.3604016,0.0,1.63802,0.0,0.0,0.0,1.9696807,0.0,0.0,0.0,0.61064124,0.0,0.0,3.0973725,1.1370131,2.0151763,0.54238915,0.28336126,2.0112991,0.62602913,0.0,1.7380271,1.5200311,1.8401498,0.8813514,0.0,0.0,0.0,0.0,1.1175299,2.6812835,0.0,0.0,4.295294,1.0510976,1.0796373,1.8242445",4,0.5899755358695984
36,~77까지 [벨트set]실키플라워블록셔츠원피스.jpg,onepiece,"0.8062235,0.0,0.0,0.35925198,2.997115,0.0,1.1571262,1.1238378,0.6539418,1.1967336,0.08815342,0.0,0.0,0.0,0.0,0.1666575,2.557221,0.0,3.7823806,0.0,0.028707147,0.0,0.0,0.0,0.0,1.0106223,0.0,3.1976104,0.0,1.1729872,0.0,0.0,0.0,1.890233,0.0,0.0,0.0,0.78550875,0.0,0.0,3.1316285,1.1607945,2.1510184,0.78317714,0.34078974,1.9141035,0.5776516,0.2760074,1.907345,1.5278058,2.017991,0.9681512,0.0,0.0,0.0,0.0,0.79598296,2.7599206,0.0,0.0,4.3441887,1.1928139,1.3267052,2.0760686",4,0.9665449857711792
37,~77까지 골드장식사이드플리츠원피스.jpg,onepiece,"0.59442,0.0,0.0,0.54815376,3.2330606,0.0,1.2427815,0.6954195,0.9316257,1.3635081,0.03137982,0.0,0.0,0.0,0.0,0.36396042,2.829368,0.0,3.9482343,0.0,0.08303428,0.0,0.0,0.0,0.0,1.0853422,0.0,3.062654,0.0,1.4736688,0.0,0.0,0.0,2.015572,0.0,0.0,0.0,0.5879109,0.0,0.0,2.930151,0.9651489,2.2381692,0.46522558,0.31383792,1.9000921,0.6215267,0.0,1.8475313,1.6548579,2.120613,0.94208777,0.0,0.0,0.0,0.0,1.2441311,2.766103,0.0,0.0,4.1774917,1.3016168,1.2964746,1.770582",4,0.6525350213050842
38,~77까지 스카프넥클래식원피스.jpg,onepiece,"0.5804867,0.0,0.0,0.10312271,3.1667686,0.0,1.2430897,0.73813665,0.9487385,1.2365481,0.42463148,0.0,0.0,0.0,0.0,0.0,2.809132,0.0,4.1077023,0.0,0.0,0.0,0.0,0.0,0.0,0.7284694,0.0,3.058955,0.0,1.4185768,0.0,0.0,0.0,2.1619701,0.0,0.0,0.0,0.6106594,0.0,0.0,3.0146885,1.078911,1.9085636,0.21825874,0.18201095,1.9498692,0.6327207,0.0,1.4795698,1.5549972,1.949712,1.2818673,0.0,0.0,0.0,0.0,1.0193201,2.6224794,0.0,0.0,4.16384,1.3732915,1.3230228,1.9927633",12,0.7432686686515808
39,그린 플레드 벨트셋 원피스.jpg,onepiece,"0.452272,0.0,0.0,0.0,3.1238968,0.0,1.0854527,0.9336787,0.78921664,1.1560525,0.33885866,0.0,0.0,0.0,0.0,0.333178,3.0533147,0.0,4.377238,0.0,0.0,0.0,0.0,0.0,0.07270384,0.65314746,0.0,3.0140402,0.0,1.4024394,0.0,0.0,0.0,1.9971617,0.0,0.0,0.0,0.6883674,0.0,0.0,2.9285471,1.4215438,2.16812,0.26366365,0.30484432,1.8540144,0.43457723,0.0,1.4561076,1.6654052,1.9583228,1.2235523,0.0,0.0,0.0,0.0,0.7149651,2.5171037,0.0,0.0,4.391473,1.2414865,1.2889416,2.2357593",12,0.6692165732383728
40,나이스클랍 셔츠칼라 오픈 원피스 N223MWO928.jpg,onepiece,"0.19138774,0.0,0.0,0.0,3.1207092,0.0,1.1818775,0.95531493,0.92936426,0.9471687,0.5244242,0.0,0.0,0.0,0.0,0.12673989,2.728924,0.0,4.7308655,0.0,0.06227815,0.0,0.0,0.0,0.1395905,0.8636496,0.0,3.1068888,0.0,1.4033133,0.0,0.0,0.0,1.88457,0.0,0.0,0.0,0.4463092,0.0,0.0,2.890566,1.1658912,1.8511311,0.45284534,0.17171475,1.7211945,0.43701226,0.0,1.884819,1.455999,2.409896,1.2225881,0.0,0.0,0.0,0.0,0.78721386,2.5432787,0.0,0.0,4.249764,1.42248,1.5364728,2.3662205",12,0.938499629497528
41,나이스클랍 케이블 니트 + 턱주름 원피스  A233PWO607.jpg,onepiece,"0.62884897,0.0,0.0,0.043818474,3.178919,0.0,1.2834898,0.7258968,0.8505223,1.0582428,0.50900567,0.0,0.0,0.0,0.0,0.1952919,2.9948502,0.0,4.333217,0.0,0.0,0.0,0.0,0.0,0.05104208,0.66352224,0.0,3.084007,0.0,1.3456041,0.0,0.0,0.0,2.125394,0.0,0.0,0.0,0.6784978,0.0,0.0,3.0049787,1.1997335,1.9078739,0.27489626,0.1342926,1.8053157,0.42777622,0.0,1.3302205,1.602025,1.897341,1.2130389,0.0,0.0,0.0,0.0,0.9470286,2.4832423,0.0,0.0,4.4409814,1.2306242,1.4455398,1.8451469",12,0.5858040452003479
42,노시우 카라롱벨트원피스.jpg,onepiece,"0.59449565,0.0,0.0,0.0,3.3103628,0.0,1.4739971,0.67538214,0.84219354,1.0938985,0.6318873,0.0,0.0,0.0,0.0,0.025710583,3.0572958,0.0,4.695224,0.0,0.05324769,0.0,0.0,0.0,0.14531875,0.89206886,0.0,3.2206278,0.0,1.3083603,0.0,0.0,0.0,2.1274316,0.0,0.0,0.0,0.6107847,0.0,0.0,2.5492363,1.1199598,2.1784837,0.8203633,0.080715895,1.7052324,0.31999344,0.0,1.5108947,1.4647945,2.474797,1.2253563,0.0,0.0,0.0,0.0,0.4448009,2.3688807,0.0,0.0,4.2294583,1.427752,1.6182718,1.8573985",12,1.0929421186447144
43,니트 골지 롱원피스 OP016.jpg,onepiece,"0.759648,0.0,0.0,0.34246027,3.2540767,0.0,1.2353914,0.8574664,0.7854553,1.1576891,0.29272527,0.0,0.0,0.0,0.0,0.33128214,3.108784,0.0,4.3076897,0.0,0.0,0.0,0.0,0.0,0.0,0.7343919,0.0,3.284587,0.0,1.2970994,0.0,0.0,0.0,2.0951118,0.0,0.0,0.0,0.6064391,0.0,0.0,3.1764708,1.1212972,2.1961536,0.5100002,0.03708613,1.5478637,0.543633,0.0,1.6245148,1.652478,2.008593,1.0313885,0.0,0.0,0.0,0.0,0.9909037,2.5988133,0.0,0.0,4.475503,1.4032205,1.5711309,2.0511868",10,0.739997386932373
44,니트 브이넥 드레스 M3B504.jpg,onepiece,"0.73888874,0.0,0.0,0.0,3.2004485,0.0,1.4017587,0.7407638,0.90683216,0.81576014,0.438975,0.0,0.0,0.015023738,0.0,0.0,2.9851317,0.0,4.6479387,0.0,0.0039382577,0.0,0.0,0.0,0.070697546,0.80346465,0.0,2.8134117,0.0,1.1435772,0.0,0.0,0.0,2.1255198,0.0,0.0,0.0,0.6273494,0.0,0.0,2.7715168,1.3628136,1.9285804,0.4690348,0.43232715,1.6608078,0.37056506,0.0,1.4372219,1.689143,2.126859,0.86890626,0.0,0.0,0.0,0.0,0.5631882,2.1772482,0.0,0.0,4.5337925,1.6402844,1.5405385,2.2101555",2,0.6565847992897034
45,니트 카라 셔링 원피스_Black A2W9O601_99.jpg,onepiece,"0.46335256,0.0,0.0,0.4006015,3.2665992,0.0,1.1074286,1.1286235,0.85726166,1.0102739,0.7287112,0.0,0.0,0.0,0.0,0.39955392,2.957252,0.0,4.029284,0.0,0.0,0.0,0.0,0.0,0.16262197,1.0239005,0.0,2.9729362,0.0,1.0263534,0.0,0.0,0.0,1.782998,0.0,0.0,0.0,0.8012406,0.0,0.0,3.083903,1.4065019,2.0588593,0.26974058,0.03802371,1.9121385,0.49604702,0.0,1.1898978,1.2678502,2.0242012,1.1302407,0.0,0.0,0.0,0.0,1.0139349,2.4168315,0.0,0.0,4.07149,1.3397112,1.3088126,2.2723973",12,1.0743067264556885
46,데님 펀칭 미니 원피스 [LIGHT BLUE] _ S22D04011.jpg,onepiece,"0.7301632,0.0,0.0,0.2561378,3.2609258,0.0,1.3889896,1.1775873,0.7459791,0.79770917,0.12372111,0.0,0.0,0.0,0.0,0.44271615,2.8111215,0.0,3.9285119,0.0,0.0,0.0,0.0,0.0,0.17854679,0.99285316,0.0,2.9801738,0.0,0.8749902,0.0,0.0,0.0,1.9314294,0.0,0.0,0.0,0.56879604,0.0,0.0,2.9119334,1.5197814,2.1476538,0.556188,0.59213877,1.9904404,0.35643917,0.007489443,1.9213579,1.3752841,1.9961443,0.76126707,0.0,0.0,0.0,0.0,0.99381256,2.5843482,0.0,0.0,4.3142567,1.1024964,1.4691648,2.3414512",7,0.9617326855659484
47,데이안 레이스 원피스.jpg,onepiece,"0.21606968,0.0,0.0,0.008337796,3.158724,0.0,1.089725,0.8621195,0.6402487,0.6975067,0.23562583,0.0,0.0,0.37952697,0.0,0.64830744,3.0706086,0.0,4.917575,0.0,0.0,0.0,0.0,0.0,0.0,1.4397707,0.0,3.116689,0.0,1.5268915,0.0,0.0,0.0,2.2369103,0.0,0.0,0.0,0.33350044,0.0,0.0,2.816296,1.6506844,1.360172,0.59236705,0.8270792,1.2823646,0.62801695,0.31378388,1.271106,1.1846927,2.4656,1.3060799,0.0,0.0,0.0,0.0,0.84349984,3.3376448,0.0,0.0,3.9979265,1.0192287,1.8732195,2.367897",3,1.5323364734649658
48,데일리 포켓 데님 셔츠 원피스.jpg,onepiece,"1.2202207,0.0,0.0,0.6974192,3.2235098,0.0,1.3432114,0.8822461,0.7999127,0.81461453,0.4582957,0.0,0.0,0.0,0.0,0.0,2.6779683,0.0,3.656685,0.0,0.5267375,0.0,0.0,0.0,0.0,1.4721797,0.0,2.8710318,0.0,1.1535743,0.0,0.0,0.0,1.6050183,0.0,0.0,0.0,0.26108837,0.0,0.0,3.0587835,1.585329,2.3286064,1.0253748,0.68305457,2.1620615,0.54732263,0.0,1.715643,1.3022928,1.7080094,0.371211,0.0,0.0,0.0,0.0,0.94318426,2.6573555,0.0,0.0,4.480876,1.3037653,1.1778605,1.931908",0,1.2084649801254272
49,뒷 밴딩 핀턱 허리 라인 원피스 235GO54.jpg,onepiece,"0.42017934,0.0,0.0,0.09111059,2.9832714,0.0,1.1243567,0.45554626,1.2239568,1.1832113,0.20155838,0.0,0.0,0.0,0.0,0.23469105,2.5710702,0.0,4.0134506,0.0,0.0,0.0,0.0,0.0,0.0,1.0851195,0.0,3.1890714,0.0,1.7814026,0.0,0.0,0.0,1.9847282,0.0,0.0,0.0,0.52880114,0.0,0.0,2.82783,0.94052607,1.7957803,0.4708858,0.025483727,2.2606454,0.93989193,0.0,1.7831838,1.5638146,2.0233917,0.8653626,0.0,0.0,0.0,0.0,1.1223109,2.8788986,0.0,0.0,4.176793,1.1136446,1.4467866,1.9069474",4,1.1381345987319946
50,드레이프 벨티드 브이넥 긴팔 원피스_M2309OP613C.jpg,onepiece,"0.56682515,0.0,0.0,0.4449048,3.1239557,0.0,1.3314717,0.90823966,0.75503814,1.1029499,0.0,0.0,0.0,0.0,0.0,0.41314912,2.8669803,0.0,4.273053,0.0,0.0,0.0,0.0,0.0,0.0,0.99625087,0.0,3.4232645,0.0,1.338649,0.0,0.0,0.0,1.9797447,0.0,0.0,0.0,0.5856769,0.0,0.0,2.9404273,1.2246585,2.2838566,0.6760061,0.24269885,1.851479,0.41185987,0.0,1.8551116,1.473483,1.7924055,0.841327,0.0,0.0,0.0,0.0,0.9491792,2.6098137,0.0,0.0,4.4445977,1.1924393,1.422978,2.2462568",4,0.6513071656227112
51,디아망 원피스_블루.jpg,onepiece,"1.154369,0.0,0.0,0.4683022,3.4196105,0.0,0.8934317,0.8863477,0.8702018,0.6757405,0.2309329,0.0,0.0,0.0,0.0,0.7127676,3.0720954,0.0,4.1925526,0.0,0.16324493,0.0,0.0,0.0,0.13386703,0.9841175,0.0,2.8850794,0.0,1.3443189,0.0,0.0,0.0,1.6916511,0.0,0.0,0.0,0.5882193,0.0,0.0,2.8737943,1.4080532,2.2688801,0.83006084,0.4947948,1.834538,0.26929545,0.16933835,1.4120191,1.7700797,1.841542,0.5782639,0.0,0.0,0.0,0.0,0.96836096,3.0531003,0.0,0.0,4.629217,1.5290617,1.9953586,2.0170946",6,0.8553725481033325
52,디아망 원피스_핑크.jpg,onepiece,"0.9826501,0.0,0.0,0.72511363,3.2597773,0.0,1.1809345,1.0662589,0.55199057,0.87669355,0.0,0.0,0.0,0.0,0.0,0.7902158,2.8878622,0.0,4.3211536,0.0,0.026601374,0.0,0.0,0.0,0.0028110743,0.81874466,0.0,3.172136,0.0,1.4121636,0.0,0.0,0.0,1.8424851,0.0,0.0,0.0,0.47100413,0.0,0.0,3.0613139,1.510133,2.4622838,1.1658218,0.48432627,1.7389984,0.26055348,0.12890863,1.7370906,1.5684398,1.8277491,0.54649645,0.0,0.0,0.0,0.0,1.0625807,2.7985153,0.0,0.0,4.5493526,0.99068254,1.8493923,2.3885434",6,0.7054328322410583
53,라피네 원피스_블랙.jpg,onepiece,"0.78784823,0.0,0.0,0.4742067,3.608911,0.0,1.285525,0.75194645,0.641919,1.0323181,0.031855643,0.0,0.0,0.0,0.0,0.6132873,3.3098328,0.0,4.3999643,0.0,0.0,0.0,0.0,0.0,0.0,1.0658922,0.0,3.113186,0.0,1.2796717,0.0,0.0,0.0,1.7215558,0.0,0.0,0.0,0.6410538,0.0,0.0,2.8955739,1.4496136,2.4925587,1.0285141,0.3821236,1.5840092,0.39789903,0.0,1.6794434,1.2707819,1.9666655,0.94660866,0.0,0.0,0.0,0.0,0.664904,2.6143146,0.0,0.0,4.692505,1.5708011,1.7454495,2.2804942",6,0.9371516704559326
54,램버트 자가드 원피스.jpg,onepiece,"0.45374632,0.0,0.0,0.8756112,3.300488,0.0,1.2892685,1.4029421,0.18570915,1.1936152,0.6323206,0.0,0.0,0.0,0.0,0.6246759,3.3855515,0.0,4.6807055,0.0,0.32537282,0.0,0.0,0.0,0.0,1.3562155,0.0,3.4690938,0.0,0.2687167,0.0,0.0,0.0,2.1013339,0.0,0.0,0.0,0.7477125,0.0,0.0,2.985527,1.6184839,1.9174699,0.9691248,0.0668844,1.3912935,0.44317937,0.33644354,1.9183159,1.5111437,2.1050832,1.0402474,0.0,0.0,0.0,0.0,1.2520761,2.4126375,0.0,0.0,4.1377506,1.4419066,2.0667071,2.7499447",8,1.3325778245925903
55,러플 셔링 드레스_블랙.jpg,onepiece,"0.7002757,0.0,0.0,0.0,3.1883698,0.0,1.5213181,0.95315325,1.0499649,0.7195685,0.5794375,0.0,0.0,0.0,0.0,0.18649292,2.9780364,0.0,4.426117,0.0,0.0,0.0,0.0,0.0,0.39122415,0.9078002,0.0,2.9030018,0.0,1.3601449,0.0,0.0,0.0,2.1034944,0.0,0.0,0.0,0.6901778,0.0,0.0,3.0570107,1.2833722,2.0910792,0.42069137,0.4194517,1.6024134,0.19678128,0.0,1.4478154,1.6178838,2.099637,0.79665786,0.0,0.0,0.0,0.0,0.819919,2.539505,0.0,0.0,4.7837334,1.220981,1.598995,2.0444608",2,0.8741047978401184
56,러플 포인트 벨트핏 원피스.jpg,onepiece,"0.90319943,0.0,0.0,0.5383269,3.3330364,0.0,1.1532553,0.9277531,0.81903636,1.3392844,0.0,0.0,0.0,0.0,0.0,0.4564158,2.949892,0.0,4.1742697,0.0,0.08852273,0.0,0.0,0.0,0.0,1.0096586,0.0,3.20684,0.0,1.2631344,0.0,0.0,0.0,1.7807258,0.0,0.0,0.0,0.67414486,0.0,0.0,2.9742885,1.3075979,2.0862434,0.37584674,0.52468663,2.0236142,0.582543,0.0,1.7582254,1.7442205,1.8902079,1.066298,0.0,0.0,0.0,0.0,1.2348305,2.4586036,0.0,0.0,4.2729893,1.470045,1.4919696,1.9243677",4,0.7950611114501953
57,럭셔리체크배색버튼원피스.jpg,onepiece,"0.37570503,0.0,0.0,0.5341902,2.8684905,0.0,1.1159761,0.73615646,1.2567337,1.2674181,0.32391042,0.0,0.0,0.0,0.0,0.22700399,2.8726296,0.0,4.234125,0.0,0.0,0.0,0.0,0.0,0.0,0.9650216,0.0,3.142745,0.0,1.4348471,0.0,0.0,0.0,1.7769994,0.0,0.0,0.0,0.779799,0.0,0.0,2.7113116,1.7281628,1.597721,0.3802724,0.0,1.638108,0.24207962,0.0,1.5209913,1.4289513,1.9619005,1.301477,0.0,0.0,0.0,0.0,0.86239237,2.3443346,0.0,0.0,4.444998,1.01227,1.2824427,1.7938881",12,1.1561155319213867
58,럭셔리트위드클래식원피스.jpg,onepiece,"0.48575252,0.0,0.0,0.4403268,3.0693905,0.0,1.2541149,0.8411229,0.92019004,1.3744513,0.18255389,0.0,0.0,0.0,0.0,0.31898093,2.8216522,0.0,4.0176163,0.0,0.0,0.0,0.0,0.0,0.02948463,0.93095994,0.0,3.2741573,0.0,1.5607204,0.0,0.0,0.0,1.8080764,0.0,0.0,0.0,0.70951515,0.0,0.0,3.051124,1.2425387,1.9487414,0.39577246,0.040150434,1.9672139,0.6851325,0.0,1.5892898,1.6512793,1.6997681,1.1191514,0.0,0.0,0.0,0.0,1.2389647,2.5743196,0.0,0.0,4.472978,1.2092572,1.1800938,1.8791435",4,0.6992015242576599
59,레이스 자수 쉬폰 드레스.jpg,onepiece,"0.4683295,0.0,0.0,0.0,3.3980582,0.0,0.8725887,0.77838516,0.97786784,0.8962973,0.38775337,0.0,0.0,0.0,0.0,0.0,2.764777,0.0,4.126955,0.0,0.18584526,0.0,0.0,0.0,0.0,1.161646,0.0,2.990996,0.0,1.1374203,0.0,0.038253784,0.0,1.5565898,0.0,0.0,0.0,0.4069363,0.0,0.0,3.1725116,1.3052639,2.3879604,0.598293,0.43263435,2.1273785,0.4005692,0.0,1.8318636,1.513619,2.1751115,0.3825201,0.0,0.0,0.0,0.0,0.78606164,2.8684957,0.0,0.0,3.9939752,1.5101328,1.5546869,2.0444834",5,1.2056834697723389
60,레이스 플라워 원피스(1 color).jpg,onepiece,"0.44699258,0.0,0.0,0.19957864,2.9139476,0.0,1.2617545,1.1490417,1.0017152,1.2230843,0.43979937,0.0,0.0,0.0,0.0,0.0,3.1467297,0.0,4.3174562,0.0,0.0,0.0,0.0,0.0,0.0,1.0165713,0.0,3.6026752,0.0,1.1646026,0.0,0.0,0.0,1.7419524,0.0,0.02915886,0.0,0.8359735,0.0,0.0,2.9094613,1.4173224,1.8811715,0.78028834,0.18355778,1.3445492,0.23798394,0.0,1.4770522,1.7141427,1.94167,1.4565341,0.0,0.0,0.0,0.0,0.6204904,2.7851806,0.0,0.0,4.257795,1.3419466,1.4038625,2.2677886",12,1.1093600988388062
61,레터링 스퀘어 오픈카라 플레어 원피스.jpg,onepiece,"0.6214324,0.0,0.0,0.0,3.033094,0.0,1.0916886,1.0793879,0.8171213,1.048807,0.5829228,0.0,0.0,0.0,0.0,0.0,2.7717524,0.0,4.240142,0.0,0.0,0.0,0.0,0.0,0.1912204,0.9849216,0.0,3.1537564,0.0,1.3441051,0.0,0.0,0.0,1.9741032,0.0,0.076040685,0.0,1.0144441,0.0,0.0,2.531822,1.4168572,2.0536125,0.33121467,0.14708477,1.519351,0.3051759,0.0,1.3533539,1.6964239,2.0799055,1.0916364,0.0,0.0,0.0,0.0,0.85449517,2.4106803,0.0,0.0,4.6361866,1.5033903,1.2520171,2.3306506",12,0.9494994282722472
62,로맨틱 카라 깅엄체크 원피스.jpg,onepiece,"0.6553018,0.0,0.0,0.0,3.1874409,0.0,1.1326303,0.77829295,0.9779128,1.1678443,0.014410377,0.0,0.0,0.0,0.0,0.56864715,2.6625428,0.0,4.427721,0.0,0.0,0.0,0.0,0.0,0.052558184,0.9391649,0.0,3.6724658,0.0,1.6787416,0.0,0.0,0.0,2.0990798,0.0,0.0,0.0,0.6817887,0.0,0.0,2.656059,1.4059772,2.2082882,1.0751963,0.32617205,2.0339873,0.20330596,0.0,1.7719445,1.8424088,2.240129,1.3047903,0.0,0.0,0.0,0.0,1.0304308,2.5056696,0.0,0.0,4.421943,1.1381919,1.5172817,2.1016474",3,1.1678208112716677
